t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,M NA,log HSize,F NA
2021-22,Mopti,630009,,,1,2,,1,,,1,1,,,,1,,1.945910149,
2021-22,Mopti,630010,1,,,,1,1,1,1,,,,1,1,1,,2.079441542,
2021-22,Mopti,630011,,,,,,1,,,,1,,,,1,,1.098612289,
2021-22,Mopti,630012,,1,,,,,1,,,,1,,,1,,1.386294361,
2021-22,Mopti,633001,1,,,,1,,,,,,,,1,,,1.098612289,
2021-22,Mopti,633002,1,2,,,1,,,1,,,,,1,,,1.791759469,
2021-22,Mopti,633003,,,,,1,,1,,,,,,,1,,1.098612289,
2021-22,Mopti,633004,1,2,,2,1,1,,1,,2,,,1,,,2.397895273,
2021-22,Mopti,633005,,2,2,1,,3,,2,2,2,,,2,,,2.772588722,
2021-22,Mopti,633006,,1,1,,,1,,,,1,2,,,1,,1.945910149,
2021-22,Mopti,633007,,1,2,,,1,,,,,,1,1,,,1.791759469,
2021-22,Mopti,633008,,,,,,,1,,,,,,,,,,
2021-22,Mopti,633009,1,,,,1,,1,,,,,,1,,,1.386294361,
2021-22,Mopti,633010,1,1,,1,,1,1,,,,,2,1,,,2.079441542,
2021-22,Mopti,633011,,,,,,1,,,,1,,,,,,0.6931471806,
2021-22,Mopti,633012,,1,1,2,,1,,1,,1,,,,1,,2.079441542,
2021-22,Mopti,639001,,1,1,,,1,,2,,1,,,,1,,1.945910149,
2021-22,Mopti,639002,,1,,1,1,,,,,,,,1,1,,1.609437912,
2021-22,Mopti,639003,2,3,1,,1,1,,2,,1,,1,1,1,,2.63905733,
2021-22,Mopti,639004,,1,1,,1,1,1,,,1,1,3,1,,,2.397895273,
2021-22,Mopti,639005,1,1,1,,,1,,,,2,1,,1,,,2.079441542,
2021-22,Mopti,639006,,,2,1,1,,,,1,,,,1,,,1.791759469,
2021-22,Mopti,639007,,,,,,1,,1,2,1,1,,1,,,1.945910149,
2021-22,Mopti,639008,,1,2,,,1,,,,1,2,,,1,,2.079441542,
2021-22,Mopti,639009,1,,,,,1,,1,1,2,,,1,,,1.945910149,
2021-22,Mopti,639010,,,1,,,1,,,1,1,2,,,1,,1.945910149,
2021-22,Mopti,639011,,2,2,,2,,1,,,,,,,1,,2.079441542,
2021-22,Mopti,639012,2,1,2,,1,,1,,,,,,1,1,,2.197224577,
2021-22,Kayes,64001,,,1,,1,1,,,,1,,,,1,,1.609437912,
2021-22,Kayes,64002,1,,,,2,,,1,,1,,,1,,,1.791759469,
2021-22,Kayes,64003,3,3,,,4,4,,2,,1,,,2,,,2.944438979,
2021-22,Kayes,64004,,,,2,,,1,1,1,,1,1,,,,1.945910149,
2021-22,Kayes,64005,2,1,2,1,1,1,1,,2,1,1,,1,,,2.63905733,
2021-22,Kayes,64006,1,,,1,1,2,,1,,1,1,2,,1,,2.397895273,
2021-22,Kayes,64007,1,1,,2,1,2,,,2,2,,2,,1,,2.63905733,
2021-22,Kayes,64008,,1,,,1,1,1,1,2,,,,1,,,2.079441542,
2021-22,Kayes,64009,,,,,1,1,,,,,,1,,1,,1.386294361,
2021-22,Kayes,64010,,,,,,1,,,,,,,1,,,0.6931471806,
2021-22,Kayes,64011,,,,,,1,1,,,,2,,,2,,1.791759469,
2021-22,Kayes,64012,,1,1,,1,,1,1,1,1,,,1,,,2.079441542,
2021-22,Mopti,643001,,,1,,1,1,,2,,1,1,,2,,,2.197224577,
2021-22,Mopti,643002,2,,,,1,,,,1,,,,1,,,1.609437912,
2021-22,Mopti,643003,,,1,1,,1,1,,,,,2,1,1,,2.079441542,
2021-22,Mopti,643004,,,,1,1,,1,,,1,,,1,,,1.609437912,
2021-22,Mopti,643005,,2,,1,1,,,1,,,,,1,,,1.791759469,
2021-22,Mopti,643006,,2,1,1,4,1,1,2,5,1,1,4,3,,,3.258096538,
2021-22,Mopti,643007,,,,,,1,1,1,2,,,,1,,,1.791759469,
2021-22,Mopti,643008,,,1,1,,,1,1,,,,1,,1,,1.791759469,
2021-22,Mopti,643009,,,1,,1,1,,1,1,1,2,2,,1,,2.397895273,
2021-22,Mopti,643010,,,,,1,1,1,,,,,,1,,,1.386294361,
2021-22,Mopti,643011,,,2,1,,1,,,1,,1,,,1,,1.945910149,
2021-22,Mopti,643012,,,,1,1,1,,,,1,3,,,1,,2.079441542,
2021-22,Mopti,644001,,,,,,1,,1,1,,,,1,,,1.386294361,
2021-22,Mopti,644002,,1,1,,,1,,1,1,,,,1,,,1.791759469,
2021-22,Mopti,644003,1,1,,,1,,,,,,,,1,,,1.386294361,
2021-22,Mopti,644004,,1,,,1,,,1,,,,,1,,,1.386294361,
2021-22,Mopti,644005,,,,,,1,,1,,,,,,1,,1.098612289,
2021-22,Mopti,644006,,,,,1,,1,1,,1,,,,,,1.386294361,
2021-22,Mopti,644007,,,,,2,,1,,,,,1,1,,,1.609437912,
2021-22,Mopti,644008,,,,,,,2,,,,,,,1,,1.098612289,
2021-22,Mopti,644009,1,,,,1,,,,1,,,,1,,,1.386294361,
2021-22,Mopti,644010,,1,1,,,1,,1,1,,1,,1,,,1.945910149,
2021-22,Mopti,644011,,,,,,,1,,,,1,2,,,,1.386294361,
2021-22,Mopti,644012,,1,2,,1,,,1,1,,,,,,,1.791759469,
2021-22,Mopti,645001,1,,,,,1,,,2,2,,,1,,,1.945910149,
2021-22,Mopti,645002,,,,,,1,,,,1,,1,,1,,1.386294361,
2021-22,Mopti,645003,,,,,,,1,,,,,,1,1,,1.098612289,
2021-22,Mopti,645004,,,,,1,1,,,3,,,,,1,,1.791759469,
2021-22,Mopti,645005,,,1,,,1,,,,,,,,1,,1.098612289,
2021-22,Mopti,645006,1,,1,,,1,2,,2,1,,1,1,,,2.302585093,
2021-22,Mopti,645007,1,1,,,1,,1,,,,,1,,,,1.609437912,
2021-22,Mopti,645008,1,,,,,1,,,,,,1,,1,,1.386294361,
2021-22,Mopti,645009,,,,,1,1,,,,,,,,1,,1.098612289,
2021-22,Mopti,645010,1,2,1,,,1,,,,1,,,1,,,1.945910149,
2021-22,Mopti,645011,,,,,,1,,1,,1,1,,,1,,1.609437912,
2021-22,Mopti,645012,1,,,,,,1,,,,,,,1,,1.098612289,
2021-22,Mopti,646001,,,,1,,1,,,,,,,,1,,1.098612289,
2021-22,Mopti,646002,,2,,,1,1,,1,,1,2,,,1,,2.197224577,
2021-22,Mopti,646003,,,,1,,,1,,1,,1,,,1,,1.609437912,
2021-22,Mopti,646004,2,,1,1,2,1,1,2,1,,,1,1,,,2.564949357,
2021-22,Mopti,646005,,1,,1,1,2,,2,,1,,2,,,,2.302585093,
2021-22,Mopti,646006,1,,,,,1,,1,1,1,,,1,,,1.791759469,
2021-22,Mopti,646007,,1,2,,1,1,1,2,,1,,,,1,,2.302585093,
2021-22,Mopti,646008,1,,,,3,,2,1,,1,1,2,,1,,2.48490665,
2021-22,Mopti,646009,,,,,1,,,1,,,,,1,,,1.098612289,
2021-22,Mopti,646010,,1,,,2,,,1,,,,,1,,,1.609437912,
2021-22,Mopti,646011,,,,,1,,,,,,,,1,,,0.6931471806,
2021-22,Mopti,646012,,4,2,,,2,,,1,1,1,2,,1,,2.63905733,
2021-22,Mopti,647001,,,,,,2,2,,,1,1,,,,,1.791759469,
2021-22,Mopti,647002,,1,,1,,,1,,,,,1,,1,,1.609437912,
2021-22,Mopti,647003,,,1,2,,1,1,,,1,1,,,,,1.945910149,
2021-22,Mopti,647004,1,,,,1,,,,,,,,1,,,1.098612289,
2021-22,Mopti,647005,,1,2,,1,,,,3,1,,,1,,,2.197224577,
2021-22,Mopti,647006,1,,,1,,,,,,1,,1,1,,,1.609437912,
2021-22,Mopti,647007,,,,,,1,,,,,1,,,1,,1.098612289,
2021-22,Mopti,647008,,,,,2,1,,,1,1,,2,,1,,2.079441542,
2021-22,Mopti,647009,,,,,,,,,,,,,1,,,,
2021-22,Mopti,647010,,1,1,,2,,,1,,1,,,1,,,1.945910149,
2021-22,Mopti,647011,,,1,,,1,,1,2,,,,1,,,1.791759469,
2021-22,Mopti,647012,,1,,,,1,,,1,,,,,1,,1.386294361,
2021-22,Mopti,649001,,,,2,1,1,,,,1,,1,,1,,1.945910149,
2021-22,Mopti,649002,,1,,,1,,1,,,,1,1,,1,,1.791759469,
2021-22,Mopti,649003,,2,,1,1,1,,,,,1,,,1,,1.945910149,
2021-22,Mopti,649004,2,1,,,,1,,,1,2,,,1,,,2.079441542,
2021-22,Mopti,649005,1,1,,,,1,,,1,2,,,1,,,1.945910149,
2021-22,Mopti,649006,,2,,1,,1,,,,2,,,,1,,1.945910149,
2021-22,Mopti,649007,,,1,,,1,,2,,2,,,1,,,1.945910149,
2021-22,Mopti,649008,,,,,,,1,,,,,1,,1,,1.098612289,
2021-22,Mopti,649009,2,2,1,1,1,,,,,,,,1,,,2.079441542,
2021-22,Mopti,649010,,,,2,,1,,,,,1,,,,,1.386294361,
2021-22,Mopti,649011,,1,,,1,,,1,,,,,1,,,1.386294361,
2021-22,Mopti,649012,,1,,,,1,1,,1,,,,,1,,1.609437912,
2021-22,Kayes,65001,1,1,,,1,,,,1,2,,,1,,,1.945910149,
2021-22,Kayes,65002,,,,1,,,,2,,,,,1,,,1.386294361,
2021-22,Kayes,65003,,2,1,2,,1,1,,1,,,,1,1,,2.302585093,
2021-22,Kayes,65004,1,2,1,1,,1,,,1,,1,,1,,,2.197224577,
2021-22,Kayes,65005,1,1,2,,1,1,,1,1,,1,,1,,,2.302585093,
2021-22,Kayes,65006,1,1,,,1,,,,1,,,,,,,1.386294361,
2021-22,Kayes,65007,,,,1,,,1,1,1,,,1,,2,,1.945910149,
2021-22,Kayes,65008,,,1,,1,,,1,2,,,1,1,,,1.945910149,
2021-22,Kayes,65009,,,,2,,1,,,,1,1,2,,1,,2.079441542,
2021-22,Kayes,65010,,,1,,,1,,,1,,,2,,1,,1.791759469,
2021-22,Kayes,65011,,2,,,1,,,1,,,,,1,,,1.609437912,
2021-22,Kayes,65012,,,,,,,2,,,,,,1,,,1.098612289,
2021-22,Mopti,651001,,,3,1,1,1,1,,,1,1,2,,1,,2.48490665,
2021-22,Mopti,651002,,,2,2,,,1,,,,,1,,1,,1.945910149,
2021-22,Mopti,651003,,,,,,2,,,,,,4,,1,,1.945910149,
2021-22,Mopti,651004,,,,,2,,1,,,,1,1,1,,,1.791759469,
2021-22,Mopti,651005,1,,,,,1,,,,1,,,,,,1.098612289,
2021-22,Mopti,651006,,1,1,,,1,,1,,,2,,1,,,1.945910149,
2021-22,Mopti,651007,,1,1,,1,2,,2,1,,,,1,,,2.197224577,
2021-22,Mopti,651008,1,,1,2,,1,,,,,,2,,,,1.945910149,
2021-22,Mopti,651009,,,,,1,,,,,,,,1,,,0.6931471806,
2021-22,Mopti,651010,1,1,,,1,,1,,1,,,,1,,,1.791759469,
2021-22,Mopti,651011,1,,,,1,,,,,1,,,1,,,1.386294361,
2021-22,Mopti,651012,,1,,,,,1,,1,1,,,,,,1.386294361,
2021-22,Mopti,653001,1,,,,1,,,,1,,,1,,,,1.386294361,
2021-22,Mopti,653002,,1,,1,1,1,1,,3,,1,,1,1,,2.397895273,
2021-22,Mopti,653003,,,,,2,1,1,,1,2,2,1,,1,,2.397895273,
2021-22,Mopti,653004,,,,1,,1,1,1,,,,,1,1,,1.791759469,
2021-22,Mopti,653005,,1,1,,,1,1,1,2,,,,1,,,2.079441542,
2021-22,Mopti,653006,1,1,,,1,,,,2,,,,1,,,1.791759469,
2021-22,Mopti,653007,1,1,,1,,1,,1,1,1,,,1,,,2.079441542,
2021-22,Mopti,653008,,,1,2,1,2,,,1,,,1,,1,,2.197224577,
2021-22,Mopti,653009,,,,,,,1,,,,,1,1,1,,1.386294361,
2021-22,Mopti,653010,,,,,1,,,,,,1,,,1,,1.098612289,
2021-22,Mopti,653011,1,,,,1,,,,1,,,,1,,,1.386294361,
2021-22,Mopti,653012,1,1,,,1,,,,1,1,,,1,,,1.791759469,
2021-22,Mopti,655001,1,,1,,1,2,1,1,,,,,1,,,2.079441542,
2021-22,Mopti,655002,1,1,2,1,,3,,,3,1,1,,,1,,2.63905733,
2021-22,Mopti,655003,,1,2,,,1,,,1,,3,,,1,,2.197224577,
2021-22,Mopti,655004,,,,1,,1,,,,,3,2,,1,,2.079441542,
2021-22,Mopti,655005,,,,1,,1,,1,1,1,1,1,,1,,2.079441542,
2021-22,Mopti,655006,1,1,,,,1,,1,1,1,,,1,,,1.945910149,
2021-22,Mopti,655007,,,,,,,1,,,,,,,,,,
2021-22,Mopti,655008,,,,1,,1,,,,1,2,1,,1,,1.945910149,
2021-22,Mopti,655009,,,1,,,1,,,1,1,1,,1,,,1.791759469,
2021-22,Mopti,655010,,,,,1,,,2,,,,,,1,,1.386294361,
2021-22,Mopti,655011,,2,,,1,,,1,1,,,1,,1,,1.945910149,
2021-22,Mopti,655012,3,,1,,,2,,2,,1,,,,1,,2.302585093,
2021-22,Mopti,659001,,,,,1,,,1,2,,,,1,,,1.609437912,
2021-22,Mopti,659002,,,,,,1,,,1,2,1,3,,1,,2.197224577,
2021-22,Mopti,659003,,1,,,1,,2,,1,,,,1,,,1.791759469,
2021-22,Mopti,659004,2,1,3,,2,2,,,2,1,,,1,1,,2.708050201,
2021-22,Mopti,659005,,,,,2,1,,1,,,,,1,,,1.609437912,
2021-22,Mopti,659006,,,,,,,1,,,,,1,,1,,1.098612289,
2021-22,Mopti,659007,1,2,,,1,1,1,,1,3,,,2,,,2.48490665,
2021-22,Mopti,659008,1,,,,1,,,1,1,,,1,,,,1.609437912,
2021-22,Mopti,659009,,,,,,1,,,,,,1,,,,0.6931471806,
2021-22,Mopti,659010,,2,1,,1,,,,1,,,,1,,,1.791759469,
2021-22,Mopti,659011,1,1,,1,1,1,,,,1,,,1,,,1.945910149,
2021-22,Mopti,659012,,,,1,1,1,,,1,1,,,1,,,1.791759469,
2021-22,Mopti,660001,,,,,,,1,,1,,2,,,1,,1.609437912,
2021-22,Mopti,660002,,,1,,,,1,,,,2,,,,,1.386294361,
2021-22,Mopti,660003,,,1,,,1,,,1,3,,,,1,,1.945910149,
2021-22,Mopti,660004,2,1,,1,,2,,1,,1,,1,,1,,2.302585093,
2021-22,Mopti,660005,,,,2,,1,,,,,1,,,1,,1.609437912,
2021-22,Mopti,660006,,,1,,,1,,,1,,1,1,,1,,1.791759469,
2021-22,Mopti,660007,1,,,,1,,,1,2,1,,,1,,,1.945910149,
2021-22,Mopti,660008,,,1,,,1,,,,,,,,1,,1.098612289,
2021-22,Mopti,660009,,1,1,,,1,,,,,,,1,,,1.386294361,
2021-22,Mopti,660010,,2,,,1,1,1,,,3,,,1,,,2.197224577,
2021-22,Mopti,660011,,1,,,,1,,,1,1,,,1,1,,1.791759469,
2021-22,Mopti,660012,1,1,,,,1,,,,1,,,1,,,1.609437912,
2021-22,Mopti,664001,,,1,,,,1,,,,,,,1,,1.098612289,
2021-22,Mopti,664002,,1,,,,1,,,1,2,,,,1,,1.791759469,
2021-22,Mopti,664003,,,,,,1,1,,,,,,,,,0.6931471806,
2021-22,Mopti,664004,,,,,,1,,1,,1,,,,1,,1.386294361,
2021-22,Mopti,664005,2,3,3,,,2,,,,2,,,,1,,2.564949357,
2021-22,Mopti,664006,,,,,,1,,,,1,,,1,,,1.098612289,
2021-22,Mopti,664007,,,1,,1,1,,,1,1,1,,1,,,1.945910149,
2021-22,Mopti,664008,1,,,1,,2,1,,2,,,,1,,,2.079441542,
2021-22,Mopti,664009,,,1,,1,1,,,,,2,,1,,,1.791759469,
2021-22,Mopti,664010,,,1,,,,1,,,,,,,1,,1.098612289,
2021-22,Mopti,664011,,,,,1,,1,,,,1,1,,1,,1.609437912,
2021-22,Mopti,664012,,,,,,,1,,,,,1,,1,,1.098612289,
2021-22,Mopti,666001,,,,,1,,,1,1,,,1,,,,1.386294361,
2021-22,Mopti,666002,1,1,,,1,,,1,,,,,1,,,1.609437912,
2021-22,Mopti,666003,1,,1,1,1,,,,2,,,,1,,,1.945910149,
2021-22,Mopti,666004,,1,,,1,,,1,2,1,,,1,,,1.945910149,
2021-22,Mopti,666005,,2,1,,1,,,1,,,,,1,,,1.791759469,
2021-22,Mopti,666006,,,,,,,2,,,,,,,1,,1.098612289,
2021-22,Mopti,666007,,,,,,,1,,,,1,1,,1,,1.386294361,
2021-22,Mopti,666008,,1,,,,,2,,,,,1,,1,,1.609437912,
2021-22,Mopti,666009,,,,1,,1,1,,,,,1,,1,,1.609437912,
2021-22,Mopti,666010,1,1,2,,,2,,2,1,,,,,1,,2.302585093,
2021-22,Mopti,666011,1,,,,1,,,1,,1,,,,,,1.386294361,
2021-22,Mopti,666012,1,,1,,,1,,,1,2,1,,1,,,2.079441542,
2021-22,Mopti,667001,1,,,1,,1,1,,,,,1,,,,1.609437912,
2021-22,Mopti,667002,1,,,,2,,1,,,,,1,,1,,1.791759469,
2021-22,Mopti,667003,,,,1,,2,1,1,,1,,,,1,,1.945910149,
2021-22,Mopti,667004,1,1,,,2,,,,,,,,,1,,1.609437912,
2021-22,Mopti,667005,,1,1,1,,1,,,,,1,,,1,,1.791759469,
2021-22,Mopti,667006,,,1,,,,1,,,,,1,,1,,1.386294361,
2021-22,Mopti,667007,,,,,,,2,,,1,1,,,1,,1.609437912,
2021-22,Mopti,667008,1,1,1,,,1,,,,,,,,1,,1.609437912,
2021-22,Mopti,667009,2,,,,,2,,,3,2,,,1,,,2.302585093,
2021-22,Mopti,667010,,2,,,,2,,1,1,2,,,,1,,2.197224577,
2021-22,Mopti,667011,,,,1,,,2,,,,,,,1,,1.386294361,
2021-22,Mopti,667012,,2,,,,1,,1,1,1,1,,,1,,2.079441542,
2021-22,Mopti,668001,,,1,,1,1,,,1,,,1,,1,,1.791759469,
2021-22,Mopti,668002,,2,,,,1,,,1,,,,,,,1.386294361,
2021-22,Mopti,668003,1,,,,1,,,,1,,,,1,,,1.386294361,
2021-22,Mopti,668004,1,1,,,,1,,1,1,1,,,1,,,1.945910149,
2021-22,Mopti,668005,,,,,,,1,,,,,,1,1,,1.098612289,
2021-22,Mopti,668006,,,1,,,1,,,,,1,,1,,,1.386294361,
2021-22,Mopti,668007,,,1,1,,,1,1,,,,3,,1,,2.079441542,
2021-22,Mopti,668008,,,,,1,,1,,,,,2,,1,,1.609437912,
2021-22,Mopti,668009,,,2,,,1,,1,2,,,,,1,,1.945910149,
2021-22,Mopti,668010,1,1,,,1,,,,,,,1,,,,1.386294361,
2021-22,Mopti,668011,1,3,,,1,1,,,,,,,1,,,1.945910149,
2021-22,Mopti,668012,,,,,,1,1,,2,,1,,,1,,1.791759469,
2021-22,Mopti,670001,,1,,,,,1,,1,,1,,,1,,1.609437912,
2021-22,Mopti,670002,,1,2,,,1,,,,1,,,,1,,1.791759469,
2021-22,Mopti,670003,,,1,,,1,,1,,,,,1,,,1.386294361,
2021-22,Mopti,670004,,2,,,1,,,,,,,1,,,,1.386294361,
2021-22,Mopti,670005,,,,,2,,1,,,,,1,,1,,1.609437912,
2021-22,Mopti,670006,,1,1,1,,1,,1,,1,,,,1,,1.945910149,
2021-22,Mopti,670007,,,1,2,,1,,,1,,,,1,,,1.791759469,
2021-22,Mopti,670008,,,,,1,,1,,,,3,1,,1,,1.945910149,
2021-22,Mopti,670009,,,,,,,2,,,,,2,,1,,1.609437912,
2021-22,Mopti,670010,,2,1,,,2,1,1,2,,,,,1,,2.302585093,
2021-22,Mopti,670011,,,1,,,1,,1,,,,,1,,,1.386294361,
2021-22,Mopti,670012,,1,1,,1,,,1,,,,,,1,,1.609437912,
2021-22,Mopti,671001,,1,,,1,,,1,,,,,1,,,1.386294361,
2021-22,Mopti,671002,1,,1,,,1,,,1,1,,1,,,,1.791759469,
2021-22,Mopti,671003,1,,,1,,1,,,,,1,1,1,,,1.791759469,
2021-22,Mopti,671004,1,,,,1,,,,1,,,1,,,,1.386294361,
2021-22,Mopti,671005,,,,,1,1,1,,,,,1,,1,,1.609437912,
2021-22,Mopti,671006,,1,1,,,1,,,,,,,1,,,1.386294361,
2021-22,Mopti,671007,1,,,,,1,,1,,1,,,1,,,1.609437912,
2021-22,Mopti,671008,,2,1,,,1,,,,,,,1,,,1.609437912,
2021-22,Mopti,671009,1,,,,,1,,,1,,,,1,,,1.386294361,
2021-22,Mopti,671010,1,,1,,,1,,,,,,,1,,,1.386294361,
2021-22,Mopti,671011,2,,1,,,1,,,1,,,,,1,,1.791759469,
2021-22,Mopti,671012,,1,,,1,,,2,,,,,,,,1.386294361,
2021-22,Mopti,672001,,1,,,,1,,1,,2,,,,1,,1.791759469,
2021-22,Mopti,672002,,1,1,,,1,,,,,1,,1,,,1.609437912,
2021-22,Mopti,672003,,,,,1,,,,3,2,,,1,,,1.945910149,
2021-22,Mopti,672004,,,,,2,,,,,,,,1,,,1.098612289,
2021-22,Mopti,672005,,,1,,,,1,,,,,,,,,0.6931471806,
2021-22,Mopti,672006,,,,,,1,,,,1,1,1,,,,1.386294361,
2021-22,Mopti,672007,,1,,,1,,,2,,,,,1,,,1.609437912,
2021-22,Mopti,672008,,1,1,,,1,1,,,,1,,1,,,1.791759469,
2021-22,Mopti,672009,,1,,,,,,,,,,,1,,,0.6931471806,
2021-22,Mopti,672010,,2,1,,,1,,,,1,,1,1,,,1.945910149,
2021-22,Mopti,672011,,2,2,,,1,,,,,2,1,1,,,2.197224577,
2021-22,Mopti,672012,,2,1,,,2,1,,,1,1,,,1,,2.197224577,
2021-22,Mopti,674001,,,,,,,1,,,,,,,1,,0.6931471806,
2021-22,Mopti,674002,1,,1,1,,1,,,1,,1,,1,,,1.945910149,
2021-22,Mopti,674003,1,,,,,,2,,1,,,1,,1,,1.791759469,
2021-22,Mopti,674004,,,1,,,1,,,,1,,,,1,,1.386294361,
2021-22,Mopti,674005,,,,,,,1,,2,,,,,,,1.098612289,
2021-22,Mopti,674006,,,1,,,1,,,1,,,1,,,,1.386294361,
2021-22,Mopti,674007,,,,,,,1,,,,,,,1,,0.6931471806,
2021-22,Mopti,674008,,,,,,2,,,1,,,,,1,,1.386294361,
2021-22,Mopti,674009,,2,,1,1,1,,,1,1,,,2,,,2.197224577,
2021-22,Mopti,674010,,,2,,,,1,,,,,,,,,1.098612289,
2021-22,Mopti,674011,,1,,,2,,1,1,1,1,1,,1,,,2.197224577,
2021-22,Mopti,674012,,2,,,,1,,,,1,,,,1,,1.609437912,
2021-22,Mopti,675001,2,,,,2,,,1,1,,,1,,,,1.945910149,
2021-22,Mopti,675002,,,1,,,,1,,,1,,,,1,,1.386294361,
2021-22,Mopti,675003,1,,,,1,,,1,1,,,,1,,,1.609437912,
2021-22,Mopti,675004,1,1,1,,1,,,,,,,,,,,1.386294361,
2021-22,Mopti,675005,,,,,,,3,,,,,,,1,,1.386294361,
2021-22,Mopti,675006,,,,,,,1,,,,,,,,,,
2021-22,Mopti,675007,1,1,,,,1,1,1,,,,1,,1,,1.945910149,
2021-22,Mopti,675008,,,2,1,,1,,,,,,,,1,,1.609437912,
2021-22,Mopti,675009,,,2,,,1,,,,1,,,1,,,1.609437912,
2021-22,Mopti,675010,,,,1,,1,,,1,1,,,,1,,1.609437912,
2021-22,Mopti,675011,,,,,,,1,,,1,,,,,,0.6931471806,
2021-22,Mopti,675012,,1,2,,1,,,,,,,,1,,,1.609437912,
2021-22,Mopti,677001,,1,1,,,1,1,,1,1,,,1,1,,2.079441542,
2021-22,Mopti,677002,,,1,,,,1,,,,,1,,1,,1.386294361,
2021-22,Mopti,677003,,,,,,1,,,2,1,,,1,,,1.609437912,
2021-22,Mopti,677004,,1,,,,2,1,,4,1,,,1,,,2.302585093,
2021-22,Mopti,677005,,1,,,1,,1,1,,,,,1,1,,1.791759469,
2021-22,Mopti,677006,,,1,,1,1,1,1,1,,,,1,1,,2.079441542,
2021-22,Mopti,677007,1,,1,,1,,1,1,,,,1,1,1,,2.079441542,
2021-22,Mopti,677008,,,,,2,1,,1,1,,,,1,1,,1.945910149,
2021-22,Mopti,677009,,1,1,,,1,,,1,,,,1,,,1.609437912,
2021-22,Mopti,677010,,,,1,,1,,,1,,,,1,,,1.386294361,
2021-22,Mopti,677011,,2,1,,1,2,1,,3,1,1,,1,,,2.564949357,
2021-22,Mopti,677012,1,,,,,1,,,,,1,,1,,,1.386294361,
2021-22,Mopti,681001,,,,,,,,,1,,1,,1,,,1.098612289,
2021-22,Mopti,681002,,3,,,1,,,,,,,,,1,,1.609437912,
2021-22,Mopti,681003,,1,,,,,1,,,,,,,1,,1.098612289,
2021-22,Mopti,681004,,1,,,1,,,,,,,,1,,,1.098612289,
2021-22,Mopti,681005,,,,,1,,1,1,1,1,,,1,1,,1.945910149,
2021-22,Mopti,681006,,1,,,,1,1,,2,1,,,,1,,1.945910149,
2021-22,Mopti,681007,1,1,,1,,1,,1,2,2,,,,,,2.197224577,
2021-22,Mopti,681008,,1,1,,1,,2,2,,1,2,,1,,,2.397895273,
2021-22,Mopti,681009,,,,1,,,1,,,,,1,,2,,1.609437912,
2021-22,Mopti,681010,,1,1,,,1,,,1,1,1,,,1,,1.945910149,
2021-22,Mopti,681011,1,,,,1,,,,1,,,,1,,,1.386294361,
2021-22,Mopti,681012,,,,,1,1,3,,2,,1,,,1,,2.197224577,
2021-22,Mopti,684001,,,,,1,1,,1,1,2,,1,,1,,2.079441542,
2021-22,Mopti,684002,,1,,,,,2,,2,,,,,1,,1.791759469,
2021-22,Mopti,684003,,1,1,,1,1,,1,,2,1,,,1,,2.197224577,
2021-22,Mopti,684004,1,1,,,1,,1,1,1,,,,2,1,,2.197224577,
2021-22,Mopti,684005,,,,,3,1,1,,,,,,2,1,,2.079441542,
2021-22,Mopti,684006,,,,2,1,,1,,,,1,,,1,,1.791759469,
2021-22,Mopti,684007,1,,1,,2,,,,,,,3,,1,,2.079441542,
2021-22,Mopti,684008,,,,,,,1,,,,1,1,,1,,1.386294361,
2021-22,Mopti,684009,,,,,1,1,,2,1,1,,,1,1,,2.079441542,
2021-22,Mopti,684010,2,2,,,1,1,1,1,,1,1,,1,1,,2.48490665,
2021-22,Mopti,684011,,,,1,,1,,,,,1,3,,1,,1.945910149,
2021-22,Mopti,684012,2,,2,1,,1,1,,2,,1,,,1,,2.397895273,
2021-22,Mopti,685001,,1,2,,,1,,2,1,,1,,1,,,2.197224577,
2021-22,Mopti,685002,,1,,1,1,,,,,2,,,,,,1.609437912,
2021-22,Mopti,685003,,1,,,1,,1,1,,,,,1,1,,1.791759469,
2021-22,Mopti,685004,,1,,,1,,1,,1,,,,1,1,,1.791759469,
2021-22,Mopti,685005,,1,,,1,1,1,,1,,2,,2,,,2.197224577,
2021-22,Mopti,685006,,,,,,,1,,1,,,1,1,1,,1.609437912,
2021-22,Mopti,685007,,,,,,3,,,,,,,2,2,,1.945910149,
2021-22,Mopti,685008,1,1,,,1,,1,,1,,1,,1,1,,2.079441542,
2021-22,Mopti,685009,,,,2,,1,,,,1,1,2,,1,,2.079441542,
2021-22,Mopti,685010,,,,,,1,,,,,2,2,,1,,1.791759469,
2021-22,Mopti,685011,,1,1,1,,2,,1,1,2,,,1,,,2.302585093,
2021-22,Mopti,685012,,1,1,1,,1,,1,1,,1,,1,,,2.079441542,
2021-22,Mopti,688001,,1,,,1,,,,1,,,,1,,,1.386294361,
2021-22,Mopti,688002,,1,2,,,1,1,,1,,1,,1,,,2.079441542,
2021-22,Mopti,688003,,,,,,,,,,,,,1,,,,
2021-22,Mopti,688004,1,,,,,1,,,,,,,1,,,1.098612289,
2021-22,Mopti,688005,,,,,1,,1,,,,,,1,,,1.098612289,
2021-22,Mopti,688006,,,1,,,1,,,,,1,,,1,,1.386294361,
